timestamp;simple-path;time;;time;;;;
2021-05-30 12:06:56.967;/master/welcome;3471;;;;;;
2021-05-30 12:06:57.244;/master/welcome;230;;Media;433,45;Intervalo;419;447,9
2021-05-30 12:06:59.027;/master/sign-in;1661;;Error típico;7,36;Requisito;1000;ms
2021-05-30 12:07:00.278;/master/welcome;586;;Mediana;584;Resultado;VERDADERO;
2021-05-30 12:07:01.902;/master/welcome;245;;Moda;585;;;
2021-05-30 12:07:02.594;/master/welcome;584;;Desviación estándar;230,94;;;
2021-05-30 12:07:02.919;/master/welcome;200;;Varianza de la muestra;53.335,07;;;
2021-05-30 12:07:04.237;/anonymous/shout/list;1138;;Curtosis;29,38;;;
2021-05-30 12:07:05.376;/master/welcome;185;;Coeficiente de asimetría;2,07;;;
2021-05-30 12:07:06.13;/anonymous/shout/list;583;;Rango;3.334,00;;;
2021-05-30 12:07:07.238;/master/welcome;200;;Mínimo;137;;;
2021-05-30 12:07:07.989;/anonymous/shout/list;585;;Máximo;3.471,00;;;
2021-05-30 12:07:09.16;/master/welcome;200;;Suma;426.513,00;;;
2021-05-30 12:07:09.911;/anonymous/shout/list;584;;Cuenta;984;;;
2021-05-30 12:07:11.002;/master/welcome;184;;Nivel de confianza(95,0%);14,45;;;
2021-05-30 12:07:11.757;/anonymous/shout/list;585;;;;;;
2021-05-30 12:07:12.848;/master/welcome;185;;;;;;
2021-05-30 12:07:13.647;/anonymous/shout/list;584;;;;;;
2021-05-30 12:07:18.246;/master/welcome;273;;;;;;
2021-05-30 12:07:18.46;/master/welcome;184;;;;;;
2021-05-30 12:07:19.153;/master/sign-in;584;;;;;;
2021-05-30 12:07:20.398;/master/welcome;584;;;;;;
2021-05-30 12:07:21.997;/master/welcome;200;;;;;;
2021-05-30 12:07:22.689;/master/welcome;584;;;;;;
2021-05-30 12:07:22.936;/master/welcome;169;;;;;;
2021-05-30 12:07:23.135;/master/welcome;169;;;;;;
2021-05-30 12:07:23.888;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:24.903;/master/welcome;619;;;;;;
2021-05-30 12:07:25.703;/anonymous/shout/list;586;;;;;;
2021-05-30 12:07:26.595;/master/welcome;185;;;;;;
2021-05-30 12:07:26.795;/master/welcome;170;;;;;;
2021-05-30 12:07:27.548;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:28.548;/master/welcome;584;;;;;;
2021-05-30 12:07:29.334;/anonymous/shout/list;585;;;;;;
2021-05-30 12:07:30.301;/master/welcome;215;;;;;;
2021-05-30 12:07:30.546;/master/welcome;216;;;;;;
2021-05-30 12:07:31.307;/anonymous/shout/create;588;;;;;;
2021-05-30 12:07:32.397;/master/welcome;601;;;;;;
2021-05-30 12:07:33.223;/anonymous/shout/list;599;;;;;;
2021-05-30 12:07:34.774;/master/welcome;200;;;;;;
2021-05-30 12:07:34.99;/master/welcome;185;;;;;;
2021-05-30 12:07:35.745;/anonymous/shout/create;586;;;;;;
2021-05-30 12:07:36.789;/master/welcome;584;;;;;;
2021-05-30 12:07:37.573;/anonymous/shout/list;585;;;;;;
2021-05-30 12:07:38.958;/master/welcome;184;;;;;;
2021-05-30 12:07:39.172;/master/welcome;184;;;;;;
2021-05-30 12:07:39.925;/anonymous/shout/create;585;;;;;;
2021-05-30 12:07:40.893;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:41.171;/master/welcome;153;;;;;;
2021-05-30 12:07:41.371;/master/welcome;170;;;;;;
2021-05-30 12:07:42.125;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:43.169;/anonymous/shout/create;600;;;;;;
2021-05-30 12:07:43.494;/master/welcome;202;;;;;;
2021-05-30 12:07:43.709;/master/welcome;185;;;;;;
2021-05-30 12:07:44.462;/anonymous/shout/create;585;;;;;;
2021-05-30 12:07:45.507;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:45.799;/master/welcome;169;;;;;;
2021-05-30 12:07:45.999;/master/welcome;169;;;;;;
2021-05-30 12:07:46.752;/anonymous/shout/create;585;;;;;;
2021-05-30 12:07:47.783;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:48.074;/master/welcome;170;;;;;;
2021-05-30 12:07:48.274;/master/welcome;170;;;;;;
2021-05-30 12:07:49.029;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:50.027;/anonymous/shout/create;584;;;;;;
2021-05-30 12:07:53.887;/master/welcome;204;;;;;;
2021-05-30 12:07:54.103;/master/welcome;184;;;;;;
2021-05-30 12:07:54.794;/master/sign-in;584;;;;;;
2021-05-30 12:07:56.023;/master/welcome;586;;;;;;
2021-05-30 12:07:57.055;/master/welcome;169;;;;;;
2021-05-30 12:07:57.746;/master/welcome;583;;;;;;
2021-05-30 12:07:57.993;/master/welcome;169;;;;;;
2021-05-30 12:07:58.223;/master/welcome;200;;;;;;
2021-05-30 12:07:58.914;/master/sign-in;585;;;;;;
2021-05-30 12:08:00.162;/master/welcome;586;;;;;;
2021-05-30 12:08:00.968;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:01.314;/master/welcome;199;;;;;;
2021-05-30 12:08:02.005;/master/welcome;584;;;;;;
2021-05-30 12:08:05.68;/master/welcome;210;;;;;;
2021-05-30 12:08:05.879;/master/welcome;169;;;;;;
2021-05-30 12:08:06.571;/master/sign-in;585;;;;;;
2021-05-30 12:08:07.817;/master/welcome;584;;;;;;
2021-05-30 12:08:08.832;/master/welcome;170;;;;;;
2021-05-30 12:08:09.524;/master/welcome;584;;;;;;
2021-05-30 12:08:09.755;/master/welcome;155;;;;;;
2021-05-30 12:08:09.97;/master/welcome;185;;;;;;
2021-05-30 12:08:10.661;/master/sign-in;584;;;;;;
2021-05-30 12:08:11.907;/master/welcome;585;;;;;;
2021-05-30 12:08:12.706;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:13.352;/administrator/configuration/update;584;;;;;;
2021-05-30 12:08:14.259;/master/welcome;584;;;;;;
2021-05-30 12:08:15.013;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:15.336;/master/welcome;170;;;;;;
2021-05-30 12:08:16.028;/master/welcome;585;;;;;;
2021-05-30 12:08:16.259;/master/welcome;154;;;;;;
2021-05-30 12:08:16.443;/master/welcome;154;;;;;;
2021-05-30 12:08:17.135;/master/sign-in;585;;;;;;
2021-05-30 12:08:18.365;/master/welcome;584;;;;;;
2021-05-30 12:08:19.165;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:19.81;/administrator/configuration/update;585;;;;;;
2021-05-30 12:08:20.702;/master/welcome;585;;;;;;
2021-05-30 12:08:21.455;/administrator/configuration/show;583;;;;;;
2021-05-30 12:08:21.769;/master/welcome;154;;;;;;
2021-05-30 12:08:22.47;/master/welcome;600;;;;;;
2021-05-30 12:08:22.702;/master/welcome;153;;;;;;
2021-05-30 12:08:22.886;/master/welcome;155;;;;;;
2021-05-30 12:08:23.577;/master/sign-in;584;;;;;;
2021-05-30 12:08:24.808;/master/welcome;585;;;;;;
2021-05-30 12:08:25.607;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:26.255;/administrator/configuration/update;587;;;;;;
2021-05-30 12:08:27.16;/master/welcome;584;;;;;;
2021-05-30 12:08:27.914;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:28.237;/master/welcome;169;;;;;;
2021-05-30 12:08:28.928;/master/welcome;585;;;;;;
2021-05-30 12:08:29.16;/master/welcome;155;;;;;;
2021-05-30 12:08:29.359;/master/welcome;168;;;;;;
2021-05-30 12:08:30.051;/master/sign-in;586;;;;;;
2021-05-30 12:08:31.281;/master/welcome;585;;;;;;
2021-05-30 12:08:32.08;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:32.726;/administrator/configuration/update;585;;;;;;
2021-05-30 12:08:33.618;/master/welcome;584;;;;;;
2021-05-30 12:08:34.371;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:34.695;/master/welcome;171;;;;;;
2021-05-30 12:08:35.386;/master/welcome;585;;;;;;
2021-05-30 12:08:35.617;/master/welcome;154;;;;;;
2021-05-30 12:08:35.801;/master/welcome;154;;;;;;
2021-05-30 12:08:36.494;/master/sign-in;585;;;;;;
2021-05-30 12:08:37.723;/master/welcome;585;;;;;;
2021-05-30 12:08:38.523;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:39.169;/administrator/configuration/update;584;;;;;;
2021-05-30 12:08:40.06;/master/welcome;584;;;;;;
2021-05-30 12:08:40.814;/administrator/configuration/show;584;;;;;;
2021-05-30 12:08:41.137;/master/welcome;169;;;;;;
2021-05-30 12:08:41.829;/master/welcome;585;;;;;;
2021-05-30 12:08:42.059;/master/welcome;154;;;;;;
2021-05-30 12:08:42.26;/master/welcome;169;;;;;;
2021-05-30 12:08:42.951;/master/sign-in;585;;;;;;
2021-05-30 12:08:44.196;/master/welcome;585;;;;;;
2021-05-30 12:08:44.996;/administrator/configuration/show;586;;;;;;
2021-05-30 12:08:45.642;/administrator/configuration/update;584;;;;;;
2021-05-30 12:08:46.534;/master/welcome;585;;;;;;
2021-05-30 12:08:47.287;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:47.595;/master/welcome;155;;;;;;
2021-05-30 12:08:48.286;/master/welcome;584;;;;;;
2021-05-30 12:08:48.518;/master/welcome;155;;;;;;
2021-05-30 12:08:48.703;/master/welcome;154;;;;;;
2021-05-30 12:08:49.393;/master/sign-in;584;;;;;;
2021-05-30 12:08:50.623;/master/welcome;585;;;;;;
2021-05-30 12:08:51.423;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:52.069;/administrator/configuration/update;585;;;;;;
2021-05-30 12:08:52.945;/administrator/configuration/update;584;;;;;;
2021-05-30 12:08:53.177;/master/welcome;169;;;;;;
2021-05-30 12:08:53.868;/master/welcome;585;;;;;;
2021-05-30 12:08:54.1;/master/welcome;154;;;;;;
2021-05-30 12:08:54.298;/master/welcome;169;;;;;;
2021-05-30 12:08:54.99;/master/sign-in;584;;;;;;
2021-05-30 12:08:56.236;/master/welcome;584;;;;;;
2021-05-30 12:08:57.035;/administrator/configuration/show;585;;;;;;
2021-05-30 12:08:57.681;/administrator/configuration/update;585;;;;;;
2021-05-30 12:08:58.558;/administrator/configuration/update;587;;;;;;
2021-05-30 12:08:58.773;/master/welcome;155;;;;;;
2021-05-30 12:08:59.465;/master/welcome;585;;;;;;
2021-05-30 12:08:59.711;/master/welcome;153;;;;;;
2021-05-30 12:08:59.941;/master/welcome;201;;;;;;
2021-05-30 12:09:00.633;/master/sign-in;585;;;;;;
2021-05-30 12:09:01.879;/master/welcome;584;;;;;;
