timestamp,test-class,test-method,time,description,result
2021-06-08 14:12:37.985,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,5852,"[1] nPrivateTask=0.62, nPublicTask=0, nFinishedTask=60, nNotFinishedTask=64.92, averageTaskExecutionPeriods=21.60, deviationTaskExecutionPeriods=43.01, minimumTaskExecutionPeriods=3, maximumTaskExecutionPeriods=15, averageTaskWorkloads=8, deviationTaskWorkloads=10, minimumTaskWorkloads=525.22, maximumTaskWorkloads=927.62, ratio1=0, ratio2=4029, avgSheetsUSD=25.05, avgSheetsEUR=32.08, devSheetsUSD=0.10, devSheetsEUR=90.45",Errors found. Expected value: '0', real value: '0.62'
