timestamp,simple-path,time
2021-06-09 10:01:44.355,/master/welcome,652
2021-06-09 10:01:44.96,/master/welcome,554
2021-06-09 10:01:45.594,/master/sign-in,549
2021-06-09 10:01:47.144,/master/welcome,581
2021-06-09 10:02:01.626,/master/welcome,666
2021-06-09 10:02:02.238,/master/welcome,540
2021-06-09 10:02:02.906,/master/welcome,535
2021-06-09 10:02:04.29,/anonymous/shout/list,1223
