timestamp;simple-path;time;;time;;;;
2021-05-30 11:36:59.774;/master/welcome;441;;;;;;
2021-05-30 11:37:00.16;/master/welcome;368;;Media;647,89;Intervalo:;540,76;755,03
2021-05-30 11:37:00.833;/master/sign-in;544;;Error típico;53,23;;;
2021-05-30 11:37:02.325;/master/welcome;555;;Mediana;532,00;;;
2021-05-30 11:37:13.123;/master/welcome;657;;Moda;532,00;;;
2021-05-30 11:37:13.716;/master/welcome;547;;Desviación estándar;364,90;;;
2021-05-30 11:37:14.249;/master/welcome;407;;Varianza de la muestra;133.150,40;;;
2021-05-30 11:37:16.187;/anonymous/shout/list;1812;;Curtosis;1,99;;;
2021-05-30 11:37:17.2;/master/welcome;578;;Coeficiente de asimetría;1,57;;;
2021-05-30 11:37:18.475;/anonymous/shout/list;1190;;Rango;1.537,00;;;
2021-05-30 11:37:19.362;/master/welcome;526;;Mínimo;275,00;;;
2021-05-30 11:37:20.48;/anonymous/shout/list;1047;;Máximo;1.812,00;;;
2021-05-30 11:37:21.369;/master/welcome;515;;Suma;30.451,00;;;
2021-05-30 11:37:22.561;/anonymous/shout/list;1079;;Cuenta;47,00;;;
2021-05-30 11:37:23.849;/master/welcome;311;;Nivel de confianza(95,0%);107,14;;;
2021-05-30 11:37:24.512;/anonymous/shout/list;534;;;;;;
2021-05-30 11:37:25.206;/master/welcome;365;;;;;;
2021-05-30 11:37:25.799;/anonymous/shout/list;529;;;;;;
2021-05-30 11:37:31.755;/master/welcome;481;;;;;;
2021-05-30 11:37:32.047;/master/welcome;279;;;;;;
2021-05-30 11:37:32.628;/master/sign-in;533;;;;;;
2021-05-30 11:37:33.547;/master/welcome;532;;;;;;
2021-05-30 11:37:44.08;/master/welcome;605;;;;;;
2021-05-30 11:37:44.655;/master/welcome;530;;;;;;
2021-05-30 11:37:45.047;/master/welcome;360;;;;;;
2021-05-30 11:37:45.589;/master/welcome;528;;;;;;
2021-05-30 11:37:46.701;/anonymous/shout/create;1042;;;;;;
2021-05-30 11:37:48.435;/master/welcome;1552;;;;;;
2021-05-30 11:37:49.59;/anonymous/shout/list;1073;;;;;;
2021-05-30 11:37:50.242;/master/welcome;377;;;;;;
2021-05-30 11:37:50.862;/master/welcome;610;;;;;;
2021-05-30 11:37:51.459;/anonymous/shout/create;529;;;;;;
2021-05-30 11:37:53.205;/master/welcome;1586;;;;;;
2021-05-30 11:37:54.329;/anonymous/shout/list;1039;;;;;;
2021-05-30 11:37:55.031;/master/welcome;447;;;;;;
2021-05-30 11:37:55.577;/master/welcome;532;;;;;;
2021-05-30 11:37:56.708;/anonymous/shout/create;1059;;;;;;
2021-05-30 11:37:58.026;/master/welcome;1103;;;;;;
2021-05-30 11:38:07.79;/master/welcome;367;;;;;;
2021-05-30 11:38:08.085;/master/welcome;285;;;;;;
2021-05-30 11:38:08.658;/master/sign-in;531;;;;;;
2021-05-30 11:38:09.563;/master/welcome;542;;;;;;
2021-05-30 11:38:17.655;/master/welcome;289;;;;;;
2021-05-30 11:38:18.23;/master/welcome;532;;;;;;
2021-05-30 11:38:18.561;/master/welcome;275;;;;;;
2021-05-30 11:38:18.869;/master/welcome;294;;;;;;
2021-05-30 11:38:19.448;/master/sign-in;534;;;;;;
