timestamp,test-class,test-method,time,description,result
2021-08-26 13:44:15.5,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8929,"[1] recordIndex=10, title=Tarea nueva test, startExecutionPeriod=2022/07/01 12:00, endExecutionPeriod=2022/07/01 14:00, workload=1.34, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
2021-08-26 13:44:24.666,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8706,"[2] recordIndex=11, title=Tarea de prueba test, startExecutionPeriod=2022/08/01 10:00, endExecutionPeriod=2022/08/04 13:00, workload=3.29, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
2021-08-26 13:44:33.79,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8671,"[3] recordIndex=12, title=Tarea test prueba, startExecutionPeriod=2022/08/01 10:00, endExecutionPeriod=2022/09/01 13:00, workload=1.20, description=Descripción de prueba, link=https://google.es, isPublic=true",OK
2021-08-26 13:44:42.714,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8476,"[4] recordIndex=13, title=Tarea de test, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2026/08/12 18:45, workload=0.00, description=Es una tarea larga, hay que empezar cuanto antes posible, link=https://google.es, isPublic=false",OK
2021-08-26 13:44:52.108,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8948,"[5] recordIndex=14, title=1234567890123456789012345678901234567890123456789012345678901234567890123456789, startExecutionPeriod=2026/08/01 18:44, endExecutionPeriod=2026/08/01 18:45, workload=0.01, description=Es una tarea larga, hay que empezar cuanto antes posible, link=https://google.es, isPublic=false",OK
2021-08-26 13:45:01.647,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,9012,"[6] recordIndex=15, title=12345678901234567890123456789012345678901234567890123456789012345678901234567890, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2126/08/12 18:45, workload=99.00, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=true",OK
2021-08-26 13:45:10.51,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8405,"[7] recordIndex=16, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2126/08/12 18:45, workload=98.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",OK
2021-08-26 13:45:15.447,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,4438,"[8] recordIndex=17, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/08/01 16:01, workload=99.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",The system doesn't navigate from '/manager/task/create' to '/master/welcome'
2021-08-26 13:45:22.154,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,6264,"[9] recordIndex=18, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/08/01 17:00, workload=0.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",Record index 18 is out of range
2021-08-26 13:45:28.883,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,6283,"[1] recordIndex=0, title=Tarea nueva test, startExecutionPeriod=2022/09/01 12:00, endExecutionPeriod=2022/08/01 14:00, workload=1.34, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
