timestamp,test-class,test-method,time,description,result
2021-06-08 16:54:28.121,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,14983,"[1] recordIndex=6, author=12345, text=12345, info=null, atributo1=01/12/2077, atributo2=2020/01/01 10:00, atributo3=EUR 100.00, atributo4=true",OK
2021-06-08 16:54:34.87,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,5985,"[2] recordIndex=7, author=123456, text=123456, info=http://www.example1.org, atributo1=03/03/201l, atributo2=2020/01/08 19:03, atributo3=USD 12.09, atributo4=false",The system doesn't navigate from '/anonymous/shout/create' to '/master/welcome'
2021-06-08 16:54:40.823,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,5003,"[3] recordIndex=8, author=1234567890123456789012345, text=1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890, info=https://www.google.es, atributo1=01/06/202l, atributo2=2020/04/08 19:03, atributo3=USD 56.99, atributo4=false",The system doesn't navigate from '/anonymous/shout/create' to '/master/welcome'
2021-06-08 16:54:48.199,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,6374,"[4] recordIndex=9, author=123456789012345678901234, text=123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789, info=null, atributo1=01/06/222l, atributo2=2020/10/08 19:03, atributo3=EUR 156.99, atributo4=true",The system doesn't navigate from '/anonymous/shout/create' to '/master/welcome'
