timestamp,test-class,test-method,time,description,result
2021-08-26 13:48:45.427,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8350,"[1] recordIndex=10, title=Tarea nueva test, startExecutionPeriod=2022/07/01 12:00, endExecutionPeriod=2022/07/01 14:00, workload=1.34, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
2021-08-26 13:48:54.765,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8846,"[2] recordIndex=11, title=Tarea de prueba test, startExecutionPeriod=2022/08/01 10:00, endExecutionPeriod=2022/08/04 13:00, workload=3.29, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
2021-08-26 13:49:04.074,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8849,"[3] recordIndex=12, title=Tarea test prueba, startExecutionPeriod=2022/08/01 10:00, endExecutionPeriod=2022/09/01 13:00, workload=1.20, description=Descripción de prueba, link=https://google.es, isPublic=true",OK
2021-08-26 13:49:12.971,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8452,"[4] recordIndex=13, title=Tarea de test, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2026/08/12 18:45, workload=0.00, description=Es una tarea larga, hay que empezar cuanto antes posible, link=https://google.es, isPublic=false",OK
2021-08-26 13:49:22.031,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8615,"[5] recordIndex=14, title=1234567890123456789012345678901234567890123456789012345678901234567890123456789, startExecutionPeriod=2026/08/01 18:44, endExecutionPeriod=2026/08/01 18:45, workload=0.01, description=Es una tarea larga, hay que empezar cuanto antes posible, link=https://google.es, isPublic=false",OK
2021-08-26 13:49:31.194,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8703,"[6] recordIndex=15, title=12345678901234567890123456789012345678901234567890123456789012345678901234567890, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2126/08/12 18:45, workload=99.00, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=true",OK
2021-08-26 13:49:40.122,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,8488,"[7] recordIndex=16, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2126/08/12 18:45, workload=98.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",OK
2021-08-26 13:49:45.049,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,4484,"[8] recordIndex=17, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/08/01 16:01, workload=99.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",The system doesn't navigate from '/manager/task/create' to '/master/welcome'
2021-08-26 13:49:51.65,acme.testing.manager.tasks.ManagerTaskCreateTest,createPositive,6143,"[9] recordIndex=18, title=T, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/08/01 17:00, workload=0.59, description=Es una tarea larga, hay que empezar cuanto antes posible, link=null, isPublic=false",Record index 18 is out of range
2021-08-26 13:49:57.859,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,5751,"[1] recordIndex=0, title=Tarea nueva test, startExecutionPeriod=2022/09/01 12:00, endExecutionPeriod=2022/08/01 14:00, workload=1.34, description=Descripción de prueba test, link=https://google.es, isPublic=true",OK
2021-08-26 13:50:04.04,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,5739,"[2] recordIndex=1, title=Tarea de prueba test, startExecutionPeriod=2022/03/01 10:00, endExecutionPeriod=2022/08/04 13:00, workload=3.29, description=Descripción de prueba test, link=https://google.es, isPublic=true",The system doesn't navigate from '/master/welcome' to '/manager/task/create'
2021-08-26 13:50:10.812,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,6322,"[3] recordIndex=2, title=Tarea test prueba, startExecutionPeriod=2022/08/01 10:00, endExecutionPeriod=2022/09/01 13:00, workload=1.78, description=Descripción de prueba, link=https://google.es, isPublic=true",OK
2021-08-26 13:50:16.916,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,5664,"[4] recordIndex=3, title=Tarea de test, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/08/01 17:00, workload=6.15, description=Es una tarea larga, hay que empezar cuanto antes posible, link=https://google.es, isPublic=false",OK
2021-08-26 13:50:23.031,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,5656,"[5] recordIndex=4, title=Tarea erronea prueba, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2026/10/01 17:00, workload=6.15, description=nigeria sex viagra nigeria, link=https://google.es, isPublic=false",OK
2021-08-26 13:50:29.585,acme.testing.manager.tasks.ManagerTaskCreateTest,createNegative,6092,"[6] recordIndex=5, title=null, startExecutionPeriod=2025/08/01 16:00, endExecutionPeriod=2025/10/01 17:00, workload=1.00, description=Descripción de prueba, link=null, isPublic=false",OK
